Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
34640861,The Reactionary Mind: Conservatism from Edmund Burke to Donald Trump,Robin,"Robin, Robin",,"=""0190692006""","=""9780190692001""",4,Oxford University Press,Paperback,330,2017,,2021/03/25,2021/03/08,,,read,,,,1,0
256008,"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,"McMurtry, Larry",,"=""067168390X""","=""9780671683900""",0,Pocket Books,Mass Market Paperback,960,1999,1985,,2026/03/11,currently-reading,currently-reading (#1),currently-reading,,,,1,0
139069,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Lansing, Alfred",,"=""""","=""""",5,Carroll & Graf Publishers,Hardcover,282,1999,1959,2026/03/10,2026/03/05,,,read,,,,1,0
2823,The Birth of Tragedy,Friedrich Nietzsche,"Nietzsche, Friedrich","Shaun Whiteside, Michael Tanner","=""0140433392""","=""9780140433395""",0,Penguin Classics,Paperback,121,2003,1871,,2025/06/20,on-the-bookshelf,on-the-bookshelf (#102),on-the-bookshelf,,,,1,0
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,Penguin,Paperback,306,1999,1963,,2026/03/05,on-the-bookshelf,on-the-bookshelf (#101),on-the-bookshelf,,,,0,0
8146619,The Right Stuff,Tom Wolfe,"Wolfe, Tom",,"=""""","=""""",5,,Kindle Edition,369,2004,1979,2026/03/05,2026/03/05,,,read,,,,1,0
12370085,All the Lights,Clemens Meyer,"Meyer, Clemens",,"=""1908276010""","=""9781908276018""",0,And Other Stories,Paperback,240,2011,2008,,2026/03/05,to-read,to-read (#70),to-read,,,,0,0
325785,"Capital: A Critique of Political Economy, Volume 1",Karl Marx,"Marx, Karl",,"=""0140445684""","=""9780140445688""",5,Penguin Classics,Paperback,1152,1992,1867,2020/07/31,2020/09/02,,,read,,,,1,0
1105434,Essays on Thomas Mann,György Lukács,"Lukács, György",Stanley Mitchell (Translator),"=""0850362385""","=""9780850362381""",0,Merlin Press,Paperback,172,1995,,,2025/06/21,on-the-bookshelf,on-the-bookshelf (#100),on-the-bookshelf,,,,0,0
985519,"The Masks of God, Volume 4: Creative Mythology",Joseph Campbell,"Campbell, Joseph",,"=""""","=""""",0,Penguin,Paperback,752,1991,1968,,2025/06/21,on-the-bookshelf,on-the-bookshelf (#99),on-the-bookshelf,,,,0,0
219197668,"Residues: Time, Change, and Uncertainty in Software Architecture",Barry    O'Reilly,"O'Reilly, Barry",,"=""""","=""""",4,Leanpub,ebook,68,2024,,2025/05/20,2025/05/20,,,read,,,,2,0
59516353,Catafalque: Carl Jung and the End of Humanity,Peter Kingsley,"Kingsley, Peter",,"=""1999638417""","=""9781999638412""",0,Catafalque Press,Paperback,844,2021,2018,,2023/06/06,on-the-bookshelf,on-the-bookshelf (#98),on-the-bookshelf,,,,1,0
204316857,The Empusium,Olga Tokarczuk,"Tokarczuk, Olga",Antonia Lloyd-Jones,"=""0593712943""","=""9780593712948""",0,Riverhead Books,Hardcover,305,2024,2022,,2024/11/22,on-the-bookshelf,on-the-bookshelf (#97),on-the-bookshelf,,,,1,0
332613,One Flew Over the Cuckoo’s Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",5,Signet,Mass Market Paperback,325,1963,1962,2021/01/03,2020/12/31,,,read,,,,2,0
88076,Joseph and His Brothers,Thomas Mann,"Mann, Thomas",John E. Woods,"=""1400040019""","=""9781400040018""",0,Everyman's Library (Knopf),Hardcover,1492,2005,1943,,2024/09/16,on-the-bookshelf,on-the-bookshelf (#96),on-the-bookshelf,,,,1,0
28602719,Domain-Driven Design Distilled,Vaughn Vernon,"Vernon, Vaughn",,"=""0134434420""","=""9780134434421""",3,Addison-Wesley Professional,Paperback,176,2016,,2024/12/14,2024/12/14,,,read,,,,1,0
209000061,"The Essential Harlem Detectives: A Rage in Harlem, The Real Cool Killers, The Crazy Kill, Cotton Comes to Harlem",Chester Himes,"Himes, Chester",S.A. Cosby,"=""0593803728""","=""9780593803721""",0,Everyman's Library,Kindle Edition,718,2024,,,2024/11/16,on-the-bookshelf,on-the-bookshelf (#94),on-the-bookshelf,,,,0,0
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Ralph Leighton, Edward Hutchings, Bill Gates","=""0393355624""","=""9780393355628""",3,W. W. Norton & Company,Paperback,400,2018,1985,2024/12/04,2024/10/14,,,read,,,,1,0
357641,The Hero Within: Six Archetypes We Live By,Carol S. Pearson,"Pearson, Carol S.",,"=""0062515551""","=""9780062515551""",0,HarperOne,Paperback,338,1998,1986,,2024/12/04,to-read,to-read (#69),to-read,,,,0,0
1573375,Mario and the Magician and Other Stories,Thomas Mann,"Mann, Thomas",,"=""0749386622""","=""9780749386627""",4,Vintage Classics,Paperback,368,1998,1958,2024/11/29,2024/10/30,,,read,,,,1,0
137328,The Black Swan (Die Betrogene),Thomas Mann,"Mann, Thomas",Willard R. Trask,"=""0520070089""","=""9780520070080""",4,University of California Press,Hardcover,155,1990,1953,2024/11/29,2024/11/29,,,read,,,,1,0
6831877,The Tables of the Law,Thomas Mann,"Mann, Thomas","Marion Faber, Stephen Lehmann","=""1589880579""","=""9781589880573""",4,Paul Dry Books,Paperback,120,2010,1943,2024/11/23,2024/11/19,,,read,,,,1,0
56337680,Herscht 07769,László Krasznahorkai,"Krasznahorkai, László",,"=""9631438953""","=""9789631438956""",0,Magvető,Hardcover,424,2021,2021,,2024/11/22,to-read,to-read (#68),to-read,,,,0,0
324172,Re-Visioning Psychology,James Hillman,"Hillman, James",,"=""0060905638""","=""9780060905637""",0,Harper ,Paperback,304,1978,1975,,2024/10/27,on-the-bookshelf,on-the-bookshelf (#95),on-the-bookshelf,,,,0,0
88081,The Transposed Heads: A Legend of India,Thomas Mann,"Mann, Thomas",H.T. Lowe-Porter,"=""0394700864""","=""9780394700861""",5,Vintage,Mass Market Paperback,128,1959,1940,2024/11/19,2024/11/19,,,read,,,,1,0
13793398,Disorder and Early Sorrow,Thomas Mann,"Mann, Thomas",,"=""""","=""""",3,,Unknown Binding,49,,1925,2024/11/17,2024/11/17,,,read,,,,1,0
625050,Bashan and I (Pine Street Books),Thomas Mann,"Mann, Thomas",,"=""0812218337""","=""9780812218336""",3,Pine Street Books,Paperback,248,2002,1918,2024/11/17,2024/11/17,,,read,,,,1,0
539128,Mario and the Magician,Thomas Mann,"Mann, Thomas",,"=""1568490356""","=""9781568490359""",4,Buccaneer Books,Hardcover,47,1991,1929,2024/11/17,2024/11/17,,,read,,,,1,0
49766169,Good Old Neon,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",5,"Little, Brown and Company",Unknown Binding,40,2004,,2024/11/17,2024/11/17,,,read,,,,1,0
34440,Doctor Faustus,Thomas Mann,"Mann, Thomas",John E. Woods,"=""0375701168""","=""9780375701160""",0,Vintage,Paperback,535,1999,1947,,2024/11/16,on-the-bookshelf,on-the-bookshelf (#93),on-the-bookshelf,,,,0,0
40489681,What's Right For Me?: Making decisions in pregnancy and childbirth,Sara Wickham,"Wickham, Sara",,"=""""","=""""",5,Birthmoon Creations,Kindle Edition,131,2018,,2024/11/14,2024/11/14,,,read,,,,1,0
144937,The Idea of the Holy,Rudolf Otto,"Otto, Rudolf",John Wilfred Harvey,"=""0195002105""","=""9780195002102""",0,Oxford University Press,Paperback,232,1958,1917,,2024/11/13,to-read,to-read (#67),to-read,,,,0,0
59697228,In Your Own Time: How western medicine controls the start of labour and why this needs to stop,Sara   Wickham,"Wickham, Sara",,"=""""","=""""",4,,Kindle Edition,234,2021,,2024/11/10,2024/11/05,,,read,,,,1,0
36302721,Technic and Magic: The Reconstruction of Reality,Federico Campagna,"Campagna, Federico",,"=""1350044024""","=""9781350044029""",0,Bloomsbury,Paperback,256,2018,,,2024/11/05,to-read,to-read (#66),to-read,,,,0,0
886104,The Steep Approach to Garbadale,Iain Banks,"Banks, Iain",,"=""0316731056""","=""9780316731058""",0,"Little, Brown and Company",Hardcover,400,2007,2007,,2024/10/12,on-the-bookshelf,on-the-bookshelf (#92),on-the-bookshelf,,,,1,0
175145,The New Being,Paul Tillich,"Tillich, Paul",Mary Ann Stenger,"=""0803294581""","=""9780803294585""",0,Bison Books,Paperback,179,2005,1955,,2024/10/10,on-the-bookshelf,on-the-bookshelf (#91),on-the-bookshelf,,,,1,0
122600,Iron John: A Book About Men,Robert  Bly,"Bly, Robert",,"=""0306813769""","=""9780306813764""",5,Da Capo Press,Paperback,288,2004,1990,2024/10/27,2024/10/05,,,read,,,,1,0
17934648,Ask Me: 100 Essential Poems of William Stafford,William Stafford,"Stafford, William",Kim Stafford,"=""1555976646""","=""9781555976644""",0,Graywolf Press,Paperback,109,2014,2014,,2024/10/24,to-read,to-read (#65),to-read,,,,0,0
903358,The Wounded Woman: Healing the Father-Daughter Relationship,Linda Schierse Leonard,"Leonard, Linda Schierse",,"=""0394721837""","=""9780394721835""",0,"Shambhala Publications, Inc.",Paperback,179,1982,1982,,2024/10/21,to-read,to-read (#64),to-read,,,,0,0
9460810,"Fate and Destiny, The Two Agreements of the Soul",Michael Meade,"Meade, Michael",,"=""0982939108""","=""9780982939109""",0,Greenfire Pr,Paperback,315,2010,2004,,2024/10/19,to-read,to-read (#63),to-read,,,,0,0
10260,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard P. Feynman,"Feynman, Richard P.","Jeffrey Robbins, Freeman Dyson","=""""","=""""",0,Basic Books,Paperback,270,2005,1999,,2024/10/14,on-the-bookshelf,on-the-bookshelf (#90),on-the-bookshelf,,,,0,0
35167718,"""What Do You Care What Other People Think?"": Further Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",Ralph Leighton,"=""0393355640""","=""9780393355642""",0,W. W. Norton & Company,Paperback,288,2018,1988,,2024/10/08,on-the-bookshelf,on-the-bookshelf (#89),on-the-bookshelf,,,,0,0
210943364,The Message,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0593230388""","=""9780593230381""",0,One World,Hardcover,232,2024,2024,,2024/10/14,to-read,to-read (#62),to-read,,,,0,0
274827,The Technological Society,Jacques Ellul,"Ellul, Jacques","John Wilkinson, Robert K. Merton","=""0394703901""","=""9780394703909""",5,Vintage Books,Mass Market Paperback,449,1964,1954,2024/10/12,2021/11/15,,,read,,,,1,0
1182422,Morality and Beyond,Paul Tillich,"Tillich, Paul",,"=""0664255647""","=""9780664255640""",0,Westminster John Knox Press,Paperback,104,1995,1966,,2024/10/10,on-the-bookshelf,on-the-bookshelf (#88),on-the-bookshelf,,,,0,0
162759,The Birth and Death of Meaning: An Interdisciplinary Perspective on the Problem of Man,Ernest Becker,"Becker, Ernest",,"=""0029021901""","=""9780029021903""",5,Free Press,Paperback,228,1971,1962,2024/10/10,2024/04/23,,,read,,,,1,0
77920745,A Day in the Life of Abed Salama: Anatomy of a Jerusalem Tragedy,Nathan Thrall,"Thrall, Nathan",,"=""1250854970""","=""9781250854971""",0,Metropolitan Books,Hardcover,272,2023,2023,,2024/10/10,to-read,to-read (#61),to-read,,,,0,0
61812417,Knowing What We Know: The Transmission of Knowledge: From Ancient Wisdom to Modern Magic,Simon Winchester,"Winchester, Simon",,"=""0063142880""","=""9780063142886""",0,Harper,Hardcover,432,2023,2023,,2024/10/06,to-read,to-read (#60),to-read,,,,0,0
34459,Metaphors We Live By,George Lakoff,"Lakoff, George",Mark  Johnson,"=""0226468011""","=""9780226468013""",0,University of Chicago Press,Paperback,276,2003,1980,,2024/04/28,on-the-bookshelf,on-the-bookshelf (#87),on-the-bookshelf,,,,0,0
114230,Bartleby the Scrivener,Herman Melville,"Melville, Herman",,"=""0974607800""","=""9780974607801""",4,Melville House,Paperback,64,2004,1853,2024/10/05,2024/10/01,,,read,,,,1,0
479669,The Fall,Simon Mawer,"Mawer, Simon",,"=""0349116520""","=""9780349116525""",3,Abacus,Paperback,442,2004,2003,2024/10/04,2024/10/02,,,read,,,,1,0
156188,Omensetter's Luck,William H. Gass,"Gass, William H.",,"=""0141180102""","=""9780141180106""",0,Penguin Classics,Paperback,315,1997,1966,,2024/09/03,on-the-bookshelf,on-the-bookshelf (#86),on-the-bookshelf,,,,0,0
25845273,The Great Divorce,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",5,HarperCollins,Paperback,146,2015,1946,2024/10/01,2024/09/30,,,read,,,,1,0
29430725,How to Talk So Little Kids Will Listen: A Survival Guide to Life with Children Ages 2-7,Joanna Faber,"Faber, Joanna",Julie King,"=""1501131656""","=""9781501131653""",0,Scribner,Hardcover,385,2017,2017,,2024/08/05,on-the-bookshelf,on-the-bookshelf (#85),on-the-bookshelf,,,,0,0
82660,Tonio Kröger,Thomas Mann,"Mann, Thomas",J. White,"=""185399345X""","=""9781853993459""",5,Bristol Classical Press,Paperback,128,1998,1903,2024/09/29,2024/08/17,,,read,,,,1,0
53061,Death in Venice,Thomas Mann,"Mann, Thomas","Michael Henry Heim, Michael Cunningham","=""0060576170""","=""9780060576172""",4,Ecco,Paperback,142,2005,1911,2024/09/28,2024/09/28,,,read,,,,1,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",4,Ace,Kindle Edition,268,2018,1984,2024/09/28,2024/07/02,,,read,,,,1,0
25825420,The Abolition of Man,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",4,HarperOne,Paperback,113,2015,1943,2024/09/23,2024/07/31,,,read,,,,1,0
9544,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,"Johnson, Robert A.",,"=""0062507540""","=""9780062507549""",3,HarperSanFrancisco,Paperback,118,1994,1991,2024/09/21,2024/06/25,,,read,,,,1,0
62874229,The Nurture Revolution: Grow Your Baby’s Brain and Transform Their Mental Health through the Art of Nurtured Parenting,Greer Kirshenbaum,"Kirshenbaum, Greer",,"=""1538709333""","=""9781538709337""",3,Balance,Hardcover,336,2023,,2024/09/19,2024/09/15,,,read,,,,1,0
1051768,The Magic Mountain,Thomas Mann,"Mann, Thomas",,"=""0749386428""","=""9780749386429""",5,Vintage Classics,Paperback,729,1996,1924,2024/09/14,2024/06/18,,,read,,,,1,0
5304,De Profundis and Other Writings,Oscar Wilde,"Wilde, Oscar",Hesketh Pearson,"=""014043089X""","=""9780140430899""",0,Penguin Books,Paperback,252,1976,,,2021/04/14,on-the-bookshelf,on-the-bookshelf (#25),on-the-bookshelf,,,,0,0
730139,Gravity and Grace,Simone Weil,"Weil, Simone","Gustave Thibon, Emma Crawford, Mario von der Ruhr","=""0415290015""","=""9780415290012""",0,Routledge,Paperback,224,2002,1947,,2024/08/28,to-read,to-read (#59),to-read,,,,0,0
35511,Pathways to Bliss: Mythology and Personal Transformation,Joseph Campbell,"Campbell, Joseph",David Kudler,"=""""","=""""",5,New World Library,Hardcover,224,2004,2004,2024/08/20,2024/06/20,,,read,,,,1,0
46201,The Selected Poetry of Rainer Maria Rilke,Rainer Maria Rilke,"Rilke, Rainer Maria","Stephen Mitchell, Robert Hass","=""0679722017""","=""9780679722014""",0,Vintage,Paperback,356,1989,1926,,2024/08/16,to-read,to-read (#58),to-read,,,,0,0
331705,She: Understanding Feminine Psychology,Robert A. Johnson,"Johnson, Robert A.",,"=""0060963972""","=""9780060963972""",4,Harper Perennial,Paperback,96,1989,1976,2024/08/14,2024/08/14,,,read,,,,1,0
482105,Transformation: Understanding the Three Levels of Masculine Consciousness,Robert A. Johnson,"Johnson, Robert A.",,"=""0062505432""","=""9780062505439""",4,HarperOne,Paperback,128,1993,1991,2024/08/07,2024/06/25,,,read,,,,1,0
129272,Leaving My Father's House: A Journey to Conscious Femininity,Marion Woodman,"Woodman, Marion","Kate Danson, Mary Hamilton, Rita Greer Allen","=""0877738963""","=""9780877738961""",0,Shambhala,Paperback,400,1992,1992,,2024/08/06,to-read,to-read (#57),to-read,,,,0,0
362413,The Road to Mecca,Muhammad Asad,"Asad, Muhammad",,"=""1887752374""","=""9781887752374""",5,Fons Vitae,Paperback,375,2000,1954,2024/08/05,2024/04/29,,,read,,,,1,0
61661,The Varieties of Scientific Experience: A Personal View of the Search for God,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""1594201072""","=""9781594201073""",0,"Penguin Press HC, The",Hardcover,284,2006,2006,,2024/08/03,to-read,to-read (#56),to-read,,,,0,0
53981,The Great Transformation: The Political and Economic Origins of Our Time,Karl Polanyi,"Polanyi, Karl",,"=""080705643X""","=""9780807056431""",0,Beacon Press,Paperback,360,2001,1944,,2024/07/31,to-read,to-read (#55),to-read,,,,0,0
11138,Mere Christianity,C.S. Lewis,"Lewis, C.S.",,"=""0684823780""","=""9780684823782""",0,Touchstone Books,Paperback,191,1996,1952,,2024/07/31,on-the-bookshelf,on-the-bookshelf (#84),on-the-bookshelf,,,,0,0
7063431,Islamic Mystical Poetry: Sufi Verse from the Early Mystics to Rumi (Penguin Classics),Mahmood Jamal,"Jamal, Mahmood",,"=""0140424733""","=""9780140424737""",0,Penguin Books,Paperback,336,2010,2009,,2024/07/29,on-the-bookshelf,on-the-bookshelf (#83),on-the-bookshelf,,,,0,0
424896,"Balancing Heaven and Earth: A Memoir of Visions, Dreams, and Realizations",Robert A. Johnson,"Johnson, Robert A.",Jerry M. Ruhl,"=""0062515063""","=""9780062515063""",5,HarperOne,Hardcover,320,1998,1998,2024/07/23,2024/06/19,,,read,,,,1,0
29100335,Essential Bukowski: Poetry,Charles Bukowski,"Bukowski, Charles",,"=""0062565281""","=""9780062565280""",0,Ecco,Hardcover,225,2016,2016,,2024/07/22,on-the-bookshelf,on-the-bookshelf (#82),on-the-bookshelf,,,,0,0
856602,Zen and the Psychology of Transformation: The Supreme Doctrine,Hubert Benoît,"Benoît, Hubert",,"=""0892812729""","=""9780892812721""",0,Inner Traditions,Paperback,264,1990,1990,,2024/07/20,to-read,to-read (#54),to-read,,,,0,0
588138,The Hero with a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,"=""0691017840""","=""9780691017846""",5,Princeton University Press,Paperback,416,1972,1949,2024/07/19,2024/04/23,,,read,,,,1,0
28448694,The Journey of the Heroic Parent: Your Child's Struggle & The Road Home,Brad M. Reedy,"Reedy, Brad M.",,"=""1682450023""","=""9781682450024""",0,Regan Arts.,Paperback,256,2016,2015,,2024/07/10,to-read,to-read (#53),to-read,,,,0,0
74886356,A Life of Meaning: Relocating Your Center of Spiritual Gravity,James Hollis,"Hollis, James",,"=""1649630735""","=""9781649630735""",0,St. Martin's Essentials,Kindle Edition,186,2023,2023,,2024/07/06,on-the-bookshelf,on-the-bookshelf (#81),on-the-bookshelf,,,,0,0
153605,"The Pentagon of Power (The Myth of the Machine, Vol 2)",Lewis Mumford,"Mumford, Lewis",,"=""0156716100""","=""9780156716109""",0,"Harcour, Brace Jovanovich",Paperback,496,1974,1970,,2024/07/04,to-read,to-read (#52),to-read,,,,0,0
274826,Propaganda: The Formation of Men's Attitudes,Jacques Ellul,"Ellul, Jacques","Konrad Kellen, Jean Lerner","=""0394718747""","=""9780394718743""",0,Vintage,Paperback,352,1973,1962,,2024/07/04,to-read,to-read (#51),to-read,,,,0,0
99944,The Bhagavad Gita,Krishna-Dwaipayana Vyasa,"Vyasa, Krishna-Dwaipayana","Juan Mascaró, Simon Brodbeck","=""0140449183""","=""9780140449181""",5,Penguin,Paperback,160,2003,-400,2024/07/02,2024/06/20,,,read,,,,1,0
605684,War & War,László Krasznahorkai,"Krasznahorkai, László",George Szirtes,"=""0811216098""","=""9780811216098""",0,New Directions,Paperback,288,2006,1999,,2024/07/02,to-read,to-read (#50),to-read,,,,0,0
35513,A Joseph Campbell Companion: Reflections on the Art of Living,Joseph Campbell,"Campbell, Joseph","Robert Walter, Diane K. Osbon, Diane Osbon","=""0060926171""","=""9780060926175""",5,Harper Perennial,Paperback,320,1995,1991,2024/06/28,2024/04/23,,,read,,,,1,0
6553843,Hard Rain Falling,Don Carpenter,"Carpenter, Don",George P. Pelecanos,"=""1590173244""","=""9781590173244""",0,NYRB Classics,Paperback,308,2009,1966,,2024/06/28,to-read,to-read (#49),to-read,,,,0,0
11650,American Pastoral,Philip Roth,"Roth, Philip",,"=""""","=""""",0,Vintage,Paperback,432,1998,1997,,2024/06/23,to-read,to-read (#48),to-read,,,,0,0
124034693,White Holes,Carlo Rovelli,"Rovelli, Carlo",,"=""""","=""""",3,Riverhead Books,Hardcover,176,2023,2023,2024/06/23,2024/06/09,,,read,,,,1,0
110050,We: Understanding the Psychology of Romantic Love,Robert A. Johnson,"Johnson, Robert A.",,"=""0062504363""","=""9780062504364""",5,HarperOne,Paperback,204,2009,1983,2024/06/23,2024/01/20,,,read,,,,1,0
77265004,The Iliad,Homer,"Homer, Homer",Emily Wilson,"=""1324001801""","=""9781324001805""",0,W. W. Norton & Company,Hardcover,848,2023,-800,,2024/06/20,on-the-bookshelf,on-the-bookshelf (#80),on-the-bookshelf,,,,0,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,Penguin Classics ,Paperback,541,2006,-800,,2024/06/20,on-the-bookshelf,on-the-bookshelf (#79),on-the-bookshelf,,,,0,0
27308,The Spiral Staircase: My Climb Out of Darkness,Karen Armstrong,"Armstrong, Karen",,"=""0385721277""","=""9780385721271""",0,Knopf Doubleday Publishing Group,Paperback,306,2005,2004,,2024/06/20,on-the-bookshelf,on-the-bookshelf (#78),on-the-bookshelf,,,,0,0
28025,"The Myth of the Eternal Return or, Cosmos and History",Mircea Eliade,"Eliade, Mircea",Willard R. Trask,"=""0691017778""","=""9780691017778""",0,Princeton / Bollingen,Paperback,195,1974,1949,,2024/04/28,on-the-bookshelf,on-the-bookshelf (#77),on-the-bookshelf,,,,0,0
4950018,What Matters Most: Living a More Considered Life,James Hollis,"Hollis, James",,"=""1592404200""","=""9781592404209""",0,Gotham,Hardcover,288,2008,2008,,2024/06/13,on-the-bookshelf,on-the-bookshelf (#76),on-the-bookshelf,,,,0,0
75665931,The Maniac,Benjamín Labatut,"Labatut, Benjamín",,"=""0593654471""","=""9780593654477""",4,Penguin Press,Hardcover,368,2023,2023,2024/06/17,2024/05/21,,,read,,,,1,0
