Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
40718037,Man for Himself: An Inquiry Into the Psychology of Ethics,Erich Fromm,"Fromm, Erich",,"=""""","=""""",0,Open Road Media,Kindle Edition,257,2013,1947,,2022/01/19,on-the-bookshelf,on-the-bookshelf (#55),on-the-bookshelf,,,,0,0
3272165,Bad Science,Ben Goldacre,"Goldacre, Ben",,"=""0007240198""","=""9780007240197""",0,HarperCollins Publishers,Paperback,338,2008,2008,,2022/01/19,on-the-bookshelf,on-the-bookshelf (#54),on-the-bookshelf,,,,0,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",3,Scribner,Hardcover,368,2017,2017,2022/01/18,2021/12/14,,,read,,,,1,0
127227,The Human Condition,Hannah Arendt,"Arendt, Hannah",Margaret Canovan,"=""0226025985""","=""9780226025988""",0,The University of Chicago Press,Paperback,349,1998,1958,,2022/01/11,to-read,to-read (#25),to-read,,,,0,0
43997538,The Renaissance Diet 2.0 (Renaissance Periodization Book 2),Mike Israetel,"Israetel, Mike","Melissa  Davis, Jen Case​​, James  Hoffmann, Rich Froning","=""""","=""""",5,Renaissance Periodization,Kindle Edition,265,2019,,2022/01/08,2021/12/29,,,read,,,,1,0
31850791,In the Swarm: Digital Prospects,Byung-Chul Han,"Han, Byung-Chul",Erik Butler,"=""0262533367""","=""9780262533362""",0,The MIT Press,Paperback,104,2017,2013,,2022/01/06,on-the-bookshelf,on-the-bookshelf (#53),on-the-bookshelf,,,,0,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan",Michael Henry Heim,"=""0571224385""","=""9780571224388""",0,Harper Perennial,Paperback,314,2009,1984,,2021/08/06,on-the-bookshelf,on-the-bookshelf (#52),on-the-bookshelf,,,,0,0
185168,Empire of Capital,Ellen Meiksins Wood,"Wood, Ellen Meiksins",,"=""1859845029""","=""9781859845028""",4,Verso,Hardcover,184,2003,2003,2022/01/03,2021/05/26,,,read,,,,1,0
50892327,"Count Down: How Our Modern World Is Threatening Sperm Counts, Altering Male and Female Reproductive Development, and Imperiling the Future of the Human Race",Shanna H. Swan,"Swan, Shanna H.",Stacey Colino,"=""1982113669""","=""9781982113667""",4,Scribner,Hardcover,304,2021,2021,2021/12/28,2021/10/15,,,read,,,,1,0
18915,"The Fragile Absolute: Or, Why is the Christian Legacy Worth Fighting For?",Slavoj Žižek,"Žižek, Slavoj",,"=""1859843263""","=""9781859843260""",0,Verso,Paperback,188,2001,2000,,2021/12/26,to-read,to-read (#24),to-read,,,,0,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",0,Abrams Press,Hardcover,448,2019,2019,,2021/12/26,on-the-bookshelf,on-the-bookshelf (#51),on-the-bookshelf,,,,0,0
25490,To Have or to Be? The Nature of the Psyche,Erich Fromm,"Fromm, Erich",,"=""0826417388""","=""9780826417381""",4,Bloomsbury Academic,Paperback,182,2005,1976,2021/12/16,2021/12/16,,,read,,,,1,0
55644795,"Rentier Capitalism: Who Owns the Economy, and Who Pays for It?",Brett Christophers,"Christophers, Brett",,"=""1788739744""","=""9781788739740""",0,Verso,Kindle Edition,632,2020,,,2021/11/16,to-read,to-read (#23),to-read,,,,0,0
87665,Orthodoxy,G.K. Chesterton,"Chesterton, G.K.",,"=""160096527X""","=""9781600965272""",0,Waking Lion Press,Paperback,168,2007,1908,,2021/11/06,to-read,to-read (#22),to-read,,,,0,0
7662339,"The Road: Stories, Journalism, and Essays",Vasily Grossman,"Grossman, Vasily","Robert Chandler, Elizabeth Chandler, Olga Mukovnikova","=""1590173619""","=""9781590173619""",5,NYRB Classics,Paperback,384,2010,1987,2021/11/04,2021/11/01,,,read,,,,1,0
50364458,The Tyranny of Merit: What's Become of the Common Good?,Michael J. Sandel,"Sandel, Michael J.",,"=""0241407605""","=""9780241407608""",4,Allen Lane,Paperback,272,2020,2020,2021/10/31,2021/05/31,,,read,,,,1,0
57751566,Sedated: How Modern Capitalism Created our Mental Health Crisis,James Davies,"Davies, James",,"=""1786499843""","=""9781786499844""",5,Atlantic Books,Hardcover,400,2021,2021,2021/10/19,2021/10/12,,,read,,,,1,0
197327,Imperial Reckoning: The Untold Story of Britain's Gulag in Kenya,Caroline Elkins,"Elkins, Caroline",,"=""0805080015""","=""9780805080018""",0,Owl Books,Paperback,496,2005,2005,,2021/10/17,to-read,to-read (#21),to-read,,,,0,0
366536,Evolution as a Religion (Routledge Classics),Mary Midgley,"Midgley, Mary",,"=""0415278333""","=""9780415278331""",4,Routledge,Paperback,224,2002,1985,2021/10/10,2021/07/01,,,read,,,,1,0
49247043,This Is How They Tell Me the World Ends: The Cyberweapons Arms Race,Nicole Perlroth,"Perlroth, Nicole",,"=""1635576059""","=""9781635576054""",0,Bloomsbury Publishing,Hardcover,528,2021,2021,,2021/08/28,to-read,to-read (#20),to-read,,,,0,0
38212112,The Culture of Narcissism: American Life in An Age of Diminishing Expectations,Christopher Lasch,"Lasch, Christopher",,"=""0393356175""","=""9780393356175""",0,W. W. Norton & Company,Paperback,368,2018,1978,,2021/08/19,to-read,to-read (#19),to-read,,,,0,0
7623692,The Age of Absurdity: Why Modern Life makes it Hard to be Happy,Michael Foley,"Foley, Michael",,"=""1847375243""","=""9781847375247""",0,Simon & Schuster,Paperback,240,2010,2010,,2021/04/17,on-the-bookshelf,on-the-bookshelf (#50),on-the-bookshelf,,,,0,0
54626107,"Border and Rule: Global Migration, Capitalism, and the Rise of Racist Nationalism",Harsha Walia,"Walia, Harsha","Robin D.G. Kelley, Nick Estes","=""1642592692""","=""9781642592696""",0,Haymarket Books,Paperback,200,2021,2021,,2021/08/02,to-read,to-read (#18),to-read,,,,0,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393341763""","=""9780393341768""",0,W. W. Norton & Company,Paperback,240,2019,1962,,2021/08/02,on-the-bookshelf,on-the-bookshelf (#49),on-the-bookshelf,,,,0,0
2784,Ways of Seeing,John Berger,"Berger, John",,"=""0140135154""","=""9780140135152""",0,Penguin,Paperback,176,1990,1972,,2021/08/02,on-the-bookshelf,on-the-bookshelf (#48),on-the-bookshelf,,,,0,0
39803561,The Paper Menagerie,Ken Liu,"Liu, Ken",,"=""""","=""""",5,Gizmodo,ebook,32,2016,2011,2021/06/26,2021/06/25,,,read,,,,1,0
40717990,The Sane Society,Erich Fromm,"Fromm, Erich",,"=""""","=""""",0,Open Road Media,Kindle Edition,386,2013,1955,,2021/07/04,on-the-bookshelf,on-the-bookshelf (#47),on-the-bookshelf,,,,0,0
8890989,Churchill's Secret War: The British Empire and the Ravaging of India During World War II,Madhusree Mukerjee,"Mukerjee, Madhusree",,"=""046502260X""","=""9780465022601""",0,Basic Books,Kindle Edition,0,2010,2008,,2021/07/22,to-read,to-read (#17),to-read,,,,0,0
8031168,"Delusions of Gender: How Our Minds, Society, and Neurosexism Create Difference",Cordelia Fine,"Fine, Cordelia",,"=""0393068382""","=""9780393068382""",4,W.W. Norton & Company,Hardcover,338,2010,2010,2021/07/21,2021/04/08,,,read,,,,1,0
1143788,How to Talk About Books You Haven't Read,Pierre Bayard,"Bayard, Pierre",,"=""1596914696""","=""9781596914698""",0,Bloomsbury,Hardcover,185,2007,2020,,2021/07/21,to-read,to-read (#16),to-read,,,,0,0
474203,The Fear of Freedom,Erich Fromm,"Fromm, Erich",,"=""0415253888""","=""9780415253888""",5,Routledge,Paperback,256,2012,1941,2021/07/11,2021/05/26,,,read,,,,1,0
331460,The Psychic Life of Power: Theories in Subjection,Judith Butler,"Butler, Judith",,"=""0804728127""","=""9780804728126""",0,Stanford University Press,Paperback,230,1997,1997,,2021/07/07,to-read,to-read (#15),to-read,,,,0,0
53092,Society of the Spectacle,Guy Debord,"Debord, Guy",Ken Knabb,"=""0946061122""","=""9780946061129""",0,Rebel Press,Paperback,124,2005,1967,,2021/01/08,on-the-bookshelf,on-the-bookshelf (#46),on-the-bookshelf,,,,0,0
880378,The Autobiography of Benvenuto Cellini,Benvenuto Cellini,"Cellini, Benvenuto",George Bull,"=""0140447180""","=""9780140447187""",0,Penguin Classics,Paperback,465,1999,1558,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#45),on-the-bookshelf,,,,0,0
53054943,The Jakarta Method: Washington's Anticommunist Crusade and the Mass Murder Program that Shaped Our World,Vincent Bevins,"Bevins, Vincent",,"=""1541742400""","=""9781541742406""",0,PublicAffairs,Hardcover,320,2020,2020,,2021/07/03,to-read,to-read (#14),to-read,,,,0,0
7039129,The Politics of Psychoanalysis: An Introduction to Freudian and Post-Freudian Theory,Stephen Frosh,"Frosh, Stephen",,"=""081472700X""","=""9780814727003""",5,NYU Press,Paperback,1,1999,1987,2021/07/02,2021/04/21,,,read,,,,1,0
29214420,Doughnut Economics: Seven Ways to Think Like a 21st-Century Economist,Kate Raworth,"Raworth, Kate",,"=""1847941389""","=""9781847941381""",0,UNKNO,Paperback,384,2017,2017,,2021/06/27,to-read,to-read (#13),to-read,,,,0,0
37758635,Fully Automated Luxury Communism: A Manifesto,Aaron Bastani,"Bastani, Aaron",,"=""1786632624""","=""9781786632623""",2,Verso,Hardcover,278,2019,2018,2021/06/24,2021/06/23,,,read,,,,1,0
5692,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""""","=""""",5,Vintage Books,Paperback,564,1998,1866,2021/06/22,2021/01/01,,,read,,,,1,0
40163368,"The Inner Level: How More Equal Societies Reduce Stress, Restore Sanity and Improve Everyone's Well-Being",Richard G. Wilkinson,"Wilkinson, Richard G.",Kate E. Pickett,"=""0525561226""","=""9780525561224""",0,Penguin Press,Hardcover,352,2019,2018,,2021/06/21,to-read,to-read (#12),to-read,,,,0,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",0,Knopf,ebook,368,2019,2019,,2021/06/17,to-read,to-read (#11),to-read,,,,0,0
29380,Animal Liberation,Peter Singer,"Singer, Peter",,"=""0060011572""","=""9780060011574""",0,Ecco Press,Paperback,324,2001,1975,,2021/06/17,to-read,to-read (#10),to-read,,,,0,0
31171856,Ten Myths About Israel,Ilan Pappé,"Pappé, Ilan",,"=""1786630192""","=""9781786630193""",4,Verso,Paperback,192,2017,2017,2021/06/15,2021/06/14,,,read,,,,1,0
36646716,Shanzhai: Deconstruction in Chinese,Byung-Chul Han,"Han, Byung-Chul",,"=""""","=""""",0,The MIT Press,Kindle Edition,73,2017,2011,,2021/06/15,to-read,to-read (#9),to-read,,,,0,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""""","=""""",5,Waking Lion Press,Paperback,86,2006,1886,2021/06/14,2021/06/14,,,read,,,,1,0
393199,Down and Out in Paris and London,George Orwell,"Orwell, George",,"=""015626224X""","=""9780156262248""",4,Mariner Books,Paperback,213,1972,1933,2021/06/10,2021/04/14,,,read,,,,1,0
63790,"Not in Our Genes: Biology, Ideology and Human Nature",Richard C. Lewontin,"Lewontin, Richard C.","Leon J. Kamin, Steven Rose","=""0394728882""","=""9780394728889""",0,Pantheon,Paperback,322,1985,1984,,2021/06/05,to-read,to-read (#8),to-read,,,,0,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",5,Vintage International,Paperback,467,2006,2002,2021/06/04,2021/03/02,,,read,,,,1,0
13221379,What Money Can't Buy: The Moral Limits of Markets,Michael J. Sandel,"Sandel, Michael J.",,"=""0374203032""","=""9780374203030""",3,"Farrar, Straus and Giroux",Hardcover,256,2012,2012,2021/06/02,2021/04/13,,,read,,,,1,0
51933,Madness and Civilization: A History of Insanity in the Age of Reason,Michel Foucault,"Foucault, Michel",,"=""067972110X""","=""9780679721109""",0,Vintage,Paperback,299,1988,1961,,2021/05/27,on-the-bookshelf,on-the-bookshelf (#44),on-the-bookshelf,,,,0,0
90568,For They Know Not What They Do: Enjoyment as a Political Factor,Slavoj Žižek,"Žižek, Slavoj",,"=""185984460X""","=""9781859844601""",0,Verso,Paperback,288,2002,1991,,2021/05/27,on-the-bookshelf,on-the-bookshelf (#43),on-the-bookshelf,,,,0,0
697251,Martian Time-Slip,Philip K. Dick,"Dick, Philip K.",,"=""0679761675""","=""9780679761679""",0,Vintage,Paperback,262,1995,1964,,2021/05/27,on-the-bookshelf,on-the-bookshelf (#42),on-the-bookshelf,,,,0,0
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,William Morrow,Kindle Edition,872,2015,2015,,2021/05/27,on-the-bookshelf,on-the-bookshelf (#41),on-the-bookshelf,,,,0,0
185161,Democracy Against Capitalism: Renewing Historical Materialism,Ellen Meiksins Wood,"Wood, Ellen Meiksins",,"=""0521476828""","=""9780521476829""",0,Cambridge University Press,Paperback,316,1995,,,2021/05/15,on-the-bookshelf,on-the-bookshelf (#40),on-the-bookshelf,,,,0,0
274392,"Black Skin, White Masks",Frantz Fanon,"Fanon, Frantz",Charles L. Markmann,"=""0802150845""","=""9780802150844""",0,Grove,Paperback,232,1994,1952,,2021/05/07,on-the-bookshelf,on-the-bookshelf (#39),on-the-bookshelf,,,,0,0
17160008,"Feral: Rewilding the Land, the Sea and Human Life",George Monbiot,"Monbiot, George",,"=""0670067172""","=""9780670067176""",0,Allen Lane,Hardcover,256,2013,2013,,2021/05/26,on-the-bookshelf,on-the-bookshelf (#38),on-the-bookshelf,,,,0,0
22590,Ubik,Philip K. Dick,"Dick, Philip K.",,"=""8498000831""","=""9788498000832""",5,La factoría de ideas,Paperback,288,2004,1969,2021/05/25,2021/05/09,,,read,,,,1,0
25355620,The Capitalist Unconscious: Marx and Lacan,Samo Tomšič,"Tomšič, Samo",,"=""178478110X""","=""9781784781101""",0,Verso,Kindle Edition,248,2016,2013,,2021/05/20,on-the-bookshelf,on-the-bookshelf (#37),on-the-bookshelf,,,,0,0
289666,Mapping Ideology (Mappings Series),Slavoj Žižek,"Žižek, Slavoj",,"=""1859840558""","=""9781859840559""",0,Verso,Paperback,348,1995,1995,,2021/05/20,on-the-bookshelf,on-the-bookshelf (#36),on-the-bookshelf,,,,0,0
29751000,"Against the Double Blackmail: Refugees, Terror and Other Troubles with the Neighbours",Slavoj Žižek,"Žižek, Slavoj",,"=""0241278848""","=""9780241278840""",4,Penguin Press,Hardcover,128,2017,2015,2021/05/19,2021/05/19,,,read,,,,1,0
46002,Critique of Cynical Reason,Peter Sloterdijk,"Sloterdijk, Peter","Andreas Huyssen, Michael Eldred","=""0816615861""","=""9780816615865""",0,University of Minnesota Press,Paperback,600,1988,1983,,2021/05/17,to-read,to-read (#7),to-read,,,,0,0
357636,Civilization and Its Discontents,Sigmund Freud,"Freud, Sigmund","Peter Gay, James Strachey","=""0393301583""","=""9780393301588""",4,W. W. Norton  Company,Paperback,127,1989,1930,2021/05/17,2021/04/16,,,read,,,,1,0
396931,The Origins of Totalitarianism,Hannah Arendt,"Arendt, Hannah",,"=""""","=""""",0,Harcourt Brace Jovanovich,Paperback,527,1973,1951,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#35),on-the-bookshelf,,,,0,0
201388,Minima Moralia: Reflections on a Damaged Life,Theodor W. Adorno,"Adorno, Theodor W.",E.F.N. Jephcott,"=""1844670511""","=""9781844670512""",0,Verso,Paperback,256,2005,1951,,2020/12/31,on-the-bookshelf,on-the-bookshelf (#34),on-the-bookshelf,,,,0,0
2474084,"The Work of Art in the Age of Its Technological Reproducibility, and Other Writings on Media",Walter Benjamin,"Benjamin, Walter","Michael W. Jennings, Brigid Doherty, Thomas Y. Levin","=""0674024451""","=""9780674024458""",0,Belknap Press: An Imprint of Harvard University Press,Paperback,448,2008,1936,,2021/05/09,on-the-bookshelf,on-the-bookshelf (#33),on-the-bookshelf,,,,0,0
85767,Gender Trouble: Feminism and the Subversion of Identity,Judith Butler,"Butler, Judith",,"=""0415389550""","=""9780415389556""",0,Routledge,Paperback,236,2006,1989,,2021/05/07,to-read,to-read (#6),to-read,,,,0,0
30089748,Capitalism and Desire: The Psychic Cost of Free Markets,Todd McGowan,"McGowan, Todd",,"=""0231178727""","=""9780231178723""",0,Columbia University Press,Hardcover,304,2016,,,2021/05/04,to-read,to-read (#5),to-read,,,,0,0
188897,Socialism: Utopian and Scientific,Friedrich Engels,"Engels, Friedrich",,"=""0873485793""","=""9780873485791""",5,Pathfinder Pr,Paperback,86,1932,1880,2021/05/03,2021/05/03,,,read,,,,1,0
80339,The Soul of Man Under Socialism,Oscar Wilde,"Wilde, Oscar",,"=""1419183044""","=""9781419183041""",4,Kessinger Publishing,Paperback,48,2004,1891,2021/05/02,2021/05/02,,,read,,,,1,0
3979190,Critique of the Gotha Program,Karl Marx,"Marx, Karl",,"=""1434463095""","=""9781434463098""",5,Wildside Press,Paperback,63,2021,1875,2021/05/02,2021/05/02,,,read,,,,1,0
50403486,Subprime Attention Crisis (FSG Originals x Logic),Tim Hwang,"Hwang, Tim",,"=""0374538654""","=""9780374538651""",5,FSG,Paperback,176,2020,,2021/05/01,2021/04/05,,,read,,,,1,0
36409934,Terrorism and Communism: A Reply to Karl Kautsky (Revolutions),Leon Trotsky,"Trotsky, Leon",Slavoj Žižek,"=""1786633442""","=""9781786633446""",3,Verso,Kindle Edition,301,2017,1920,2021/04/27,2021/04/20,,,read,,,,1,0
54063245,The Book of Trespass: Crossing the Lines that Divide Us,Nick Hayes,"Hayes, Nick",,"=""1526604698""","=""9781526604699""",0,Bloomsbury Circus,Hardcover,448,2020,2020,,2021/04/24,to-read,to-read (#4),to-read,,,,0,0
43080056,"Who Owns England?: How We Lost Our Green and Pleasant Land, and How to Take It Back",Guy Shrubsole,"Shrubsole, Guy",,"=""0008321698""","=""""",0,William Collins,Kindle Edition,385,2019,2019,,2021/04/24,to-read,to-read (#3),to-read,,,,0,0
5128,The Doors of Perception & Heaven and Hell,Aldous Huxley,"Huxley, Aldous",,"=""0060595183""","=""9780060595180""",0,Harper Perennial Modern Classics,Paperback,187,2004,1956,,2021/04/21,on-the-bookshelf,on-the-bookshelf (#32),on-the-bookshelf,,,,0,0
457264,The Second Sex,Simone de Beauvoir,"Beauvoir, Simone de","H.M. Parshley, Deirdre Bair","=""0679724516""","=""9780679724513""",0,Vintage,Paperback,746,1989,1949,,2021/04/21,on-the-bookshelf,on-the-bookshelf (#31),on-the-bookshelf,,,,0,0
9870118,Did Somebody Say Totalitarianism?: Five Interventions in the (Mis)Use of a Notion,Slavoj Žižek,"Žižek, Slavoj",,"=""1844677133""","=""9781844677139""",0,Verso Books,Paperback,288,2011,2001,,2021/04/21,on-the-bookshelf,on-the-bookshelf (#30),on-the-bookshelf,,,,0,0
229231,The Interpretation of Dreams,Sigmund Freud,"Freud, Sigmund",,"=""""","=""""",4,"Wordsworth Editions, Ltd.",Paperback,452,2000,1899,2021/04/20,2021/03/27,,,read,,,,1,0
13330433,"The Democracy Project: A History, a Crisis, a Movement",David Graeber,"Graeber, David",,"=""081299356X""","=""9780812993561""",0,Spiegel & Grau,Hardcover,352,2013,2013,,2021/03/08,on-the-bookshelf,on-the-bookshelf (#29),on-the-bookshelf,,,,0,0
13265617,A General Introduction to Psychoanalysis,Sigmund Freud,"Freud, Sigmund",G. Stanley Hall,"=""""","=""""",0,Barnes & Noble ,Kindle Edition,216,2011,1917,,2021/04/16,on-the-bookshelf,on-the-bookshelf (#28),on-the-bookshelf,,,,0,0
403846,"Caliban and the Witch: Women, the Body and Primitive Accumulation",Silvia Federici,"Federici, Silvia",,"=""1570270597""","=""9781570270598""",0,Autonomedia,Paperback,285,2004,2004,,2021/04/15,to-read,to-read (#2),to-read,,,,0,0
299215,The Road to Serfdom,Friedrich A. Hayek,"Hayek, Friedrich A.",Milton Friedman,"=""0226320618""","=""9780226320618""",0,University of Chicago Press,Paperback,274,1994,1944,,2021/04/14,on-the-bookshelf,on-the-bookshelf (#27),on-the-bookshelf,,,,0,0
74095,Selected Poems: The Influential 20th Century German Poet's Accessible Bilingual Collection for Modern Readers,Bertolt Brecht,"Brecht, Bertolt",,"=""0156806460""","=""9780156806466""",0,Ecco,Paperback,179,1971,1947,,2021/04/14,on-the-bookshelf,on-the-bookshelf (#26),on-the-bookshelf,,,,0,0
8913542,23 Things They Don't Tell You About Capitalism,Ha-Joon Chang,"Chang, Ha-Joon",,"=""1608191664""","=""9781608191666""",0,Bloomsbury Press,Hardcover,286,2011,2010,,2021/04/14,on-the-bookshelf,on-the-bookshelf (#24),on-the-bookshelf,,,,0,0
1108378,What Is to Be Done?,Vladimir Lenin,"Lenin, Vladimir","Robert Service, Joe Fineberg, George H. Hanna","=""0140181261""","=""9780140181265""",0,Penguin Classics,Paperback,272,1990,1902,,2021/04/14,on-the-bookshelf,on-the-bookshelf (#23),on-the-bookshelf,,,,0,0
189234,"Letters From Prison, Volume 1",Antonio Gramsci,"Gramsci, Antonio","Frank Rosengarten, Raymond Rosenthal","=""0231075529""","=""9780231075527""",0,Columbia University Press,Hardcover,374,1993,1948,,2021/04/14,on-the-bookshelf,on-the-bookshelf (#22),on-the-bookshelf,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,"Farrar, Straus and Giroux",Paperback,796,2002,1880,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#21),on-the-bookshelf,,,,0,0
216377,VALIS,Philip K. Dick,"Dick, Philip K.",,"=""0679734465""","=""9780679734468""",0,Vintage Books,Paperback,242,2004,1981,,2021/04/14,on-the-bookshelf,on-the-bookshelf (#20),on-the-bookshelf,,,,0,0
135836,"Trainspotting (Mark Renton, #2)",Irvine Welsh,"Welsh, Irvine",,"=""0099465892""","=""9780099465898""",0,Vintage,Paperback,431,1994,1993,,2021/04/13,on-the-bookshelf,on-the-bookshelf (#19),on-the-bookshelf,,,,0,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",0,Modern Library,Paperback,667,2003,1869,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#18),on-the-bookshelf,,,,0,0
1237300,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,"Klein, Naomi",,"=""0805079831""","=""9780805079838""",0,Metropolitan Books,Hardcover,558,2007,2007,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#17),on-the-bookshelf,,,,0,0
