Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,Simon & Schuster ,Paperback,453,2004,1961,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#16),on-the-bookshelf,,,,0,0
51306,Mutual Aid: A Factor of Evolution,Pyotr Kropotkin,"Kropotkin, Pyotr",,"=""1426414595""","=""9781426414596""",0,BiblioBazaar,Paperback,234,2006,1891,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#15),on-the-bookshelf,,,,0,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",0,Penguin Books,Paperback,327,1978,1883,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#14),on-the-bookshelf,,,,0,0
12321,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich","Michael Tanner, R.J. Hollingdale","=""014044923X""","=""9780140449235""",0,Penguin Classics,Paperback,240,2003,1886,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#13),on-the-bookshelf,,,,0,0
451565,"Human, All Too Human: A Book for Free Spirits",Friedrich Nietzsche,"Nietzsche, Friedrich","R.J. Hollingdale, Richard Schacht","=""0521567041""","=""9780521567046""",0,Cambridge University Press,Paperback,428,1996,1878,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#12),on-the-bookshelf,,,,0,0
22616,The System of Objects,Jean Baudrillard,"Baudrillard, Jean",James Benedict,"=""1844670538""","=""9781844670536""",0,Verso,Paperback,224,2006,1968,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#11),on-the-bookshelf,,,,0,0
24886497,And the Weak Suffer What They Must?  Europe's Crisis and America's Economic Future,Yanis Varoufakis,"Varoufakis, Yanis",,"=""1568585047""","=""9781568585048""",0,Bold Type Books,Hardcover,368,2016,2016,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#10),on-the-bookshelf,,,,0,0
24388295,Disaster Capitalism: Making a Killing Out of Catastrophe,Antony Loewenstein,"Loewenstein, Antony",,"=""1784781169""","=""9781784781163""",0,Verso,Kindle Edition,386,2015,2006,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#9),on-the-bookshelf,,,,0,0
12228097,The Chimp Paradox: How Our Impulses and Emotions Can Determine Success and Happiness and How We Can Control Them,Steve   Peters,"Peters, Steve",,"=""009193558X""","=""9780091935580""",0,Vermilion,Paperback,346,2012,2012,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#8),on-the-bookshelf,,,,0,0
312957,Post-Scarcity Anarchism (Working Classics),Murray Bookchin,"Bookchin, Murray",,"=""1904859062""","=""9781904859062""",0,AK Press,Paperback,242,2004,1971,,2021/01/01,on-the-bookshelf,on-the-bookshelf (#7),on-the-bookshelf,,,,0,0
1129911,The Open Society and Its Enemies - Volume One: The Spell of Plato,Karl Popper,"Popper, Karl",,"=""0691019681""","=""9780691019680""",0,Princeton University Press,Paperback,368,1971,1945,,2021/01/04,on-the-bookshelf,on-the-bookshelf (#6),on-the-bookshelf,,,,0,0
61551,The Open Society and Its Enemies - Volume Two: Hegel and Marx,Karl Popper,"Popper, Karl",,"=""0415278422""","=""9780415278423""",0,Routledge,Paperback,470,2003,1945,,2021/01/04,on-the-bookshelf,on-the-bookshelf (#5),on-the-bookshelf,,,,0,0
355656,"Capital: A Critique of Political Economy, Volume 2",Karl Marx,"Marx, Karl","David Fernbach, Ernest Mandel","=""0140445692""","=""9780140445695""",0,Penguin Classics,Paperback,624,1993,1887,,2021/01/09,on-the-bookshelf,on-the-bookshelf (#4),on-the-bookshelf,,,,0,0
647,No Logo,Naomi Klein,"Klein, Naomi",,"=""0312421435""","=""9780312421434""",0,Picador,Paperback,528,2002,2000,,2021/02/15,on-the-bookshelf,on-the-bookshelf (#3),on-the-bookshelf,,,,0,0
243947,The Plague of Fantasies (Wo Es War Series),Slavoj Žižek,"Žižek, Slavoj",,"=""1859841937""","=""9781859841938""",0,Verso,Paperback,254,1997,1997,,2021/03/08,on-the-bookshelf,on-the-bookshelf (#2),on-the-bookshelf,,,,0,0
54650835,Postcapitalist Desire: The Final Lectures,Mark Fisher,"Fisher, Mark",Matt Colquhoun,"=""""","=""""",0,,Unknown Binding,211,2020,2020,,2021/03/08,on-the-bookshelf,on-the-bookshelf (#1),on-the-bookshelf,,,,0,0
36262339,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",,"=""1788543025""","=""9781788543026""",5,Head of Zeus,Paperback,736,2018,2010,2021/04/07,2021/04/03,,,read,,,,1,0
52692610,The Cyberiad,Stanisław Lem,"Lem, Stanisław","Michael Kandel, Daniel Mróz","=""0241467993""","=""9780241467992""",3,Penguin Classics,Paperback,336,2020,1965,2021/04/01,2021/02/22,,,read,,,,1,0
37133029,Psychopolitics: Neoliberalism and New Technologies of Power,Byung-Chul Han,"Han, Byung-Chul",Erik Butler,"=""1784785784""","=""9781784785789""",5,Verso,Kindle Edition,96,2017,2014,2021/03/26,2021/03/26,,,read,,,,1,0
22886612,"Nemesis Games (The Expanse, #5)",James S.A. Corey,"Corey, James S.A.",,"=""031621759X""","=""9780316217590""",4,Orbit,Kindle Edition,536,2015,2015,2021/03/20,2021/03/08,,,read,,,,1,0
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""""","=""""",5,Tor Books,Hardcover,512,2015,2008,2021/03/16,2021/02/17,,,read,,,,1,0
35718985,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""""","=""""",5,Penguin Modern Classics,Paperback,476,2000,1939,2021/03/08,2021/01/23,,,read,,,,1,0
48887762,Myth and Mayhem: A Leftist Critique of Jordan Peterson,Ben Burgis,"Burgis, Ben","Conrad Hamilton, Matthew McManus, Marion Trejo","=""1789045541""","=""9781789045543""",5,Zero Books,Kindle Edition,256,2020,2020,2021/03/07,2021/03/03,,,read,,,,1,0
18656030,"Cibola Burn (The Expanse, #4)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",3,Orbit,Hardcover,581,2014,2014,2021/03/01,2021/02/14,,,read,,,,1,0
25490360,The Burnout Society,Byung-Chul Han,"Han, Byung-Chul",Erik Butler,"=""0804795096""","=""9780804795098""",4,Stanford University Press,Paperback,60,2015,2010,2021/02/27,2021/02/22,,,read,,,,1,0
41894188,The Medium is the Massage: An Inventory of Effects,Marshall McLuhan,"McLuhan, Marshall",,"=""""","=""""",4,Gingko Press,Paperback,160,2006,1967,2021/02/24,2021/02/22,,,read,,,,1,0
586391,Island,Aldous Huxley,"Huxley, Aldous",,"=""0099477777""","=""9780099477778""",4,Vintage Books,Paperback,286,2008,1962,2021/02/23,2021/02/14,,,read,,,,1,0
6763725,Capitalist Realism: Is There No Alternative?,Mark Fisher,"Fisher, Mark",,"=""1846943175""","=""9781846943171""",5,Zero Books,Paperback,81,2009,2009,2021/02/20,2021/02/16,,,read,,,,1,0
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,"=""0140185852""","=""9780140185850""",4,Penguin Books,Paperback,256,1993,1924,2021/02/20,2021/02/14,,,read,,,,1,0
52692612,One Billion Years to the End of the World,Arkady Strugatsky,"Strugatsky, Arkady",Boris Strugatsky,"=""0241472474""","=""9780241472477""",5,Penguin Books Ltd,Paperback,176,2020,1974,2021/02/18,2021/02/14,,,read,,,,1,0
36262331,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",,"=""1788543009""","=""9781788543002""",4,Head of Zeus,Paperback,434,2018,2006,2021/02/17,2021/02/11,,,read,,,,1,0
35403039,The End of Policing,Alex S. Vitale,"Vitale, Alex S.",,"=""1784782912""","=""9781784782917""",3,Verso,Kindle Edition,272,2017,2017,2021/02/14,2021/02/13,,,read,,,,1,0
225468,Industrial Society and Its Future,Theodore John Kaczynski,"Kaczynski, Theodore John",,"=""""","=""""",0,,Paperback,149,1995,1995,,2021/02/12,to-read,to-read (#1),to-read,,,,0,0
16131032,"Abaddon’s Gate (The Expanse, #3)",James S.A. Corey,"Corey, James S.A.",,"=""""","=""""",4,Orbit,Paperback,539,2013,2013,2021/02/11,2021/01/31,,,read,,,,1,0
32603498,The Divide: A Brief Guide to Global Inequality and its Solutions,Jason Hickel,"Hickel, Jason",,"=""1785151126""","=""9781785151125""",5,Heinemann,Hardcover,368,2017,2017,2021/02/05,2021/01/09,,,read,,,,1,0
12591698,"Caliban’s War (The Expanse, #2)",James S.A. Corey,"Corey, James S.A.",,"=""1841499900""","=""9781841499901""",5,"Orbit/Little, Brown Book Group",Paperback,624,2012,2012,2021/01/30,2021/01/25,,,read,,,,1,0
38914131,The People’s Republic of Walmart: How the World’s Biggest Corporations are Laying the Foundation for Socialism,Leigh Phillips,"Phillips, Leigh",Michal Rozworski,"=""1786635186""","=""9781786635181""",4,Verso,Kindle Edition,257,2019,2019,2021/01/25,2021/01/21,,,read,,,,1,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",4,Orbit,Paperback,561,2011,2011,2021/01/21,2021/01/09,,,read,,,,1,0
1450671,On Ideology,Louis Althusser,"Althusser, Louis",Ben Brewster,"=""1844672026""","=""9781844672028""",4,Verso,Paperback,179,2008,1984,2021/01/16,2021/01/01,,,read,,,,1,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",5,Ace,Paperback,304,2000,1969,2021/01/15,2021/01/09,,,read,,,,1,0
216363,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""0679740678""","=""9780679740674""",3,Vintage,Paperback,259,1992,1962,2021/01/09,2021/01/04,,,read,,,,1,0
39895849,Like A Thief In Broad Daylight: Power in the Era of Post-Human Capitalism,Slavoj Žižek,"Žižek, Slavoj",,"=""0241364299""","=""9780241364291""",4,Allen Lane,Hardcover,256,2018,2018,2021/01/03,2020/12/31,,,read,,,,1,0
694454,Dialectical and Historical Materialism,Joseph Stalin,"Stalin, Joseph",,"=""0717800474""","=""9780717800476""",3,Taylor & Francis,Paperback,48,1940,1938,2020/07/31,2020/07/31,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,Houghton Mifflin Harcourt,ebook,298,2013,1948,2020/12/26,2020/12/26,,,read,,,,1,0
6304389,The Spirit Level: Why More Equal Societies Almost Always Do Better,Richard G. Wilkinson,"Wilkinson, Richard G.",Kate E. Pickett,"=""1846140390""","=""9781846140396""",4,Allen Lane,Hardcover,352,2009,2009,2020/07/31,2020/07/31,,,read,,,,1,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",4,Green Integer Books,Paperback,188,2003,1899,2020/12/21,2020/12/21,,,read,,,,1,0
581552,In the Penal Colony,Franz Kafka,"Kafka, Franz",,"=""""","=""""",4,Schocken Books,Paperback,52,1974,1918,2020/11/29,2020/11/29,,,read,,,,1,0
92625,The Ones Who Walk Away from Omelas,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0886825016""","=""9780886825010""",5,"Creative Education, Inc.",Library Binding,32,1997,1973,2020/11/28,2020/11/28,,,read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",5,Vintage International,Paperback,123,1989,1942,2020/11/21,2020/11/21,,,read,,,,1,0
72657,Pedagogy of the Oppressed,Paulo Freire,"Freire, Paulo","Myra Bergman Ramos, Donaldo Macedo","=""0826412769""","=""9780826412768""",4,Continuum,Paperback,183,2000,1968,2020/11/19,2020/11/19,,,read,,,,1,0
40940649,I Am Legend,Richard Matheson,"Matheson, Richard",,"=""0795315635""","=""9780795315633""",3, RosettaBooks ,Kindle Edition,101,2011,1954,2020/11/17,2020/11/17,,,read,,,,1,0
298275,Nausea,Jean-Paul Sartre,"Sartre, Jean-Paul","Lloyd Alexander, Hayden Carruth","=""0811201880""","=""9780811201889""",4,New Directions,Hardcover,178,1969,1938,2020/11/14,2020/11/14,,,read,,,,1,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",5,Harper Voyager,Paperback,387,1994,1974,,2020/11/11,,,read,,,,2,0
18919,How to Read Lacan,Slavoj Žižek,"Žižek, Slavoj",Simon Critchley,"=""0393329550""","=""9780393329551""",4,W. W. Norton & Company,Paperback,144,2007,2006,2020/11/08,2020/11/08,,,read,,,,1,0
2638701,Violence: Six Sideways Reflections,Slavoj Žižek,"Žižek, Slavoj",,"=""0312427182""","=""9780312427184""",4,Picador,Paperback,272,2008,2007,2020/11/07,2020/11/07,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",4,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,2020/11/04,2020/11/04,,,read,,,,1,0
11989,The Plague,Albert Camus,"Camus, Albert",Stuart Gilbert,"=""""","=""""",5,Vintage International,Paperback,308,1991,1947,2020/11/01,2020/11/01,,,read,,,,1,0
333538,The Castle,Franz Kafka,"Kafka, Franz",Mark Harman,"=""0805211063""","=""9780805211061""",4,Schocken,Paperback,328,1998,1926,2020/10/26,2020/10/26,,,read,,,,1,0
91950,The Myth of Sisyphus,Albert Camus,"Camus, Albert",Justin O'Brien,"=""""","=""""",4,Penguin Classics,Paperback,192,2013,1942,2020/10/24,2020/10/24,,,read,,,,1,0
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",4,Pearson,Paperback,464,2008,2007,2020/10/17,2020/10/17,,,read,,,,1,0
4865,How to Win Friends & Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",4,Gallery Books,Paperback,288,1998,1936,2020/09/17,2020/09/17,,,read,,,,1,0
6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,"Alexander, Michelle",,"=""""","=""""",5,The New Press Inc.,Hardcover,290,2010,2010,,2020/09/17,,,read,,,,2,0
179612,The State and Revolution,Vladimir Lenin,"Lenin, Vladimir",,"=""1419183478""","=""9781419183478""",4,Kessinger Publishing,Paperback,116,2004,1917,2020/07/31,2020/07/31,,,read,,,,1,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",5,Vintage,Paperback,255,2001,1925,2020/07/31,2020/07/31,,,read,,,,1,0
6320534,Under the Dome,Stephen  King,"King, Stephen",,"=""1439148503""","=""9781439148501""",4,Scribner,Hardcover,1074,2009,2009,2020/07/31,2020/07/31,,,read,,,,1,0
16256798,The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller,"Keller, Gary",Jay Papasan,"=""1885167776""","=""9781885167774""",3,Bard Press,Hardcover,240,2013,2012,2020/09/11,2020/09/11,,,read,,,,1,0
551926,Anarchism and Other Essays,Emma Goldman,"Goldman, Emma",,"=""0486224848""","=""9780486224848""",4,Dover Publications,Paperback,271,1969,1910,2020/09/07,2020/09/07,,,read,,,,1,0
257903,The Ego and His Own: The Case of the Individual Against Authority,Max Stirner,"Stirner, Max","James J. Martin, Steven T. Byington","=""048644581X""","=""9780486445816""",4,Dover Publications,Paperback,366,2005,1844,2020/08/12,2020/08/12,,,read,,,,1,0
213519,Reform or Revolution,Rosa Luxemburg,"Luxemburg, Rosa",Mary-Alice Waters,"=""0873483030""","=""9780873483032""",5,Pathfinder,Paperback,112,1973,1900,2020/07/31,2020/07/31,,,read,,,,1,0
33917107,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,"Snyder, Timothy",,"=""0804190119""","=""9780804190114""",4,Tim Duggan Books,Paperback,127,2017,2017,2020/07/31,2020/07/31,,,read,,,,1,0
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,Beacon Press,Paperback,165,2006,1946,2020/07/31,2020/07/31,,,read,,,,1,0
6739402,Guerilla Warfare,Ernesto Che Guevara,"Guevara, Ernesto Che",,"=""8187496843""","=""9788187496847""",4,Left Word Books,Hardcover,171,2009,1961,2020/08/03,2020/08/04,,,read,,,,1,0
179609,Imperialism: The Highest Stage of Capitalism,Vladimir Lenin,"Lenin, Vladimir",,"=""0745310354""","=""9780745310350""",4,Pluto Press,Paperback,192,1996,1917,2020/07/31,2020/07/31,,,read,,,,1,0
386162,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,Del Rey,Paperback,193,2007,1979,2020/07/31,2020/07/31,,,read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",4,Simon & Schuster,Mass Market Paperback,249,2011,1953,2020/07/31,2020/07/31,,,read,,,,1,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",3,Crown Currency,Hardcover,195,2014,2014,2020/07/31,2020/07/31,,,read,,,,1,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",4,Bantam Classics,Mass Market Paperback,201,1972,1915,2020/07/31,2020/07/31,,,read,,,,1,0
30553,The Road to Wigan Pier,George Orwell,"Orwell, George",Richard Hoggart,"=""""","=""""",4,Penguin Classics,Paperback,215,2001,1937,2020/07/31,2020/07/31,,,read,,,,1,0
14817,A Scanner Darkly,Philip K. Dick,"Dick, Philip K.",,"=""057507681X""","=""9780575076815""",4,Gollancz,Paperback,217,2006,1977,2020/07/31,2020/07/31,,,read,,,,1,0
23129811,On Palestine,Noam Chomsky,"Chomsky, Noam","Ilan Pappé, Frank Barat","=""1608464709""","=""9781608464708""",5,Haymarket Books,Paperback,220,2015,2015,2020/07/31,2020/07/31,,,read,,,,1,0
1113155,The Conquest of Bread (Working Classics),Pyotr Kropotkin,"Kropotkin, Pyotr",Demián Reyes,"=""1904859100""","=""9781904859109""",5,AK Press,Paperback,224,2006,1892,2020/07/31,2020/07/31,,,read,,,,1,0
36490332,"Talking to My Daughter About the Economy: or, How Capitalism Works—and How It Fails",Yanis Varoufakis,"Varoufakis, Yanis",Jacob Moe,"=""0374718431""","=""9780374718435""",4,"Farrar, Straus and Giroux",Kindle Edition,224,2018,2013,2020/07/31,2020/07/31,,,read,,,,1,0
9646,Homage to Catalonia,George Orwell,"Orwell, George",Lionel Trilling,"=""0156421178""","=""9780156421171""",5,"Harcourt, Inc.(Harvest Book)",Paperback,232,1980,1938,2020/07/31,2020/07/31,,,read,,,,1,0
33606119,Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge,"Eddo-Lodge, Reni",,"=""140887055X""","=""9781408870556""",4,Bloomsbury Circus,Hardcover,249,2017,2017,2020/07/31,2020/07/31,,,read,,,,1,0
12618,Chomsky On Anarchism,Noam Chomsky,"Chomsky, Noam",Barry Pateman,"=""1904859208""","=""9781904859208""",3,AK Press,Paperback,241,2005,2005,2020/07/31,2020/07/31,,,read,,,,1,0
40876575,Utopia for Realists: How We Can Build the Ideal World,Rutger Bregman,"Bregman, Rutger",,"=""0316471909""","=""9780316471909""",4,"Little, Brown and Company",Kindle Edition,262,2017,2014,2020/07/31,2020/07/31,,,read,,,,1,0
37506348,Winners Take All: The Elite Charade of Changing the World,Anand Giridharadas,"Giridharadas, Anand",,"=""0451493249""","=""9780451493248""",4,Knopf,Hardcover,288,2018,2018,2020/07/31,2020/07/31,,,read,,,,1,0
635635,"Women, Race & Class",Angela Y. Davis,"Davis, Angela Y.",,"=""0394713516""","=""9780394713519""",5,Vintage,Paperback,271,1983,1981,2020/07/31,2020/07/31,,,read,,,,1,0
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Samuel Moore, Gareth Stedman Jones","=""0140447571""","=""9780140447576""",4,Penguin Books,Paperback,288,2002,1848,2020/07/31,2020/07/31,,,read,,,,1,0
1038873,Think: A Compelling Introduction to Philosophy,Simon Blackburn,"Blackburn, Simon",,"=""0192100246""","=""9780192100245""",4,"Oxford University Press, USA",Hardcover,312,1999,1999,2020/07/31,2020/07/31,,,read,,,,1,0
10408011,Chavs: The Demonization of the Working Class,Owen   Jones,"Jones, Owen",,"=""184467696X""","=""9781844676965""",4,Verso,Paperback,298,2011,2011,2020/07/31,2020/07/31,,,read,,,,1,0
66933,The Wretched of the Earth,Frantz Fanon,"Fanon, Frantz","Homi K. Bhabha, Richard Philcox, Jean-Paul Sartre","=""0802141323""","=""9780802141323""",5,Grove Press,Paperback,251,2005,1961,2020/07/31,2020/07/31,,,read,,,,1,0
349650,One-Dimensional Man: Studies in the Ideology of Advanced Industrial Society,Herbert Marcuse,"Marcuse, Herbert",Douglas Kellner,"=""0807014176""","=""9780807014172""",4,Beacon Press,Paperback,260,1991,1964,2020/07/31,2020/07/31,,,read,,,,1,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",4,Oxford University Press,Hardcover,352,2014,2014,2020/07/31,2020/07/31,,,read,,,,1,0
34466958,Bullshit Jobs: A Theory,David Graeber,"Graeber, David",,"=""150114331X""","=""9781501143311""",5,Simon & Schuster,Hardcover,335,2018,2018,2020/07/31,2020/07/31,,,read,,,,1,0
188378,The Anatomy of Fascism,Robert O. Paxton,"Paxton, Robert O.",,"=""""","=""""",4,Vintage,Paperback,336,2005,2004,2020/07/31,2020/07/31,,,read,,,,1,0
18579571,Seventeen Contradictions and the End of Capitalism,David Harvey,"Harvey, David",,"=""019936026X""","=""9780199360260""",4,Oxford University Press,Hardcover,352,2014,2014,2020/07/31,2020/07/31,,,read,,,,1,0
23120225,The Establishment: And How They Get Away with It,Owen   Jones,"Jones, Owen",,"=""1846147190""","=""9781846147197""",4,Allen Lane,Hardcover,358,2014,2014,2020/07/31,2020/07/31,,,read,,,,1,0
12617,Manufacturing Consent: The Political Economy of the Mass Media,Edward S. Herman,"Herman, Edward S.",Noam Chomsky,"=""0375714499""","=""9780375714498""",4,Pantheon Books,Paperback,412,2002,1988,2020/07/31,2020/07/31,,,read,,,,1,0
10567,Cell,Stephen  King,"King, Stephen",,"=""1416524517""","=""9781416524519""",2,Pocket Star Books,Mass Market Paperback,449,2006,2006,2020/07/31,2020/07/31,,,read,,,,1,0
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,"=""""","=""""",5,Ballantine Books,Mass Market Paperback,466,2015,1965,2020/07/31,2020/07/31,,,read,,,,1,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",4,Melville House,Hardcover,534,2011,2011,2020/07/31,2020/07/31,,,read,,,,1,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",5,Alfred A. Knopf,Kindle Edition,592,2006,2005,2020/07/31,2020/07/31,,,read,,,,1,0
